conv_id,query,history,groundtruth
17795,,"['87787', '189219']","['196481', '138527']"
17796,,"['185171', '202190', '127673']","['203761', '126304']"
17799,,"['164311', '138962', '204455']",['146205']
17800,,"['161313', '154857', '170059', '101794']",['101908']
17801,,"['141788', '105031', '154857', '78418', '188168']",['104809']
17803,,"['120726', '154980', '181302']",['115120']
17804,,['204466'],"['162108', '100603', '171468']"
17805,,"['111918', '193168', '80886', '174475']",['161983']
17806,,"['117122', '149885']","['174073', '140495', '143198']"
17809,"that sounds interesting, i'll check it out. i'm a child of the 90s so i like watching stuff from that era, too.",['184418'],['167508']
17811,,['201259'],[]
17812,,"['193168', '161313', '135571', '117072', '101794']",['141341']
17813,,"['155969', '197213', '132885']",['201287']
17814,,"['202934', '135571', '111918']","['84273', '205901']"
17815,"i need to re-watch @77788 ! i think i saw it when i was a teenager, but i probably didn't get a lot of it. need to see it as an adult.","['139839', '117972', '178458']",['177037']
17816,,"['154857', '148871']","['151318', '100070']"
17817,,[],[]
17819,,"['178604', '161313', '101794', '101283']",['184418']
17821,"I was surprised to hear him sing at first, but it was neat. I 'll check that out I haven't seen it.","['183121', '204651']","['106887', '166006']"
17823,,"['175522', '83006']","['195447', '116545', '77176']"
17824,,"['86449', '195687']","['204974', '170305', '148904']"
17825,"I have seen those, and they were both decent.  But a little less realistic than I like.  Something like @181070","['148871', '133626', '181070', '169085']",['145470']
17826,,"['123015', '152847', '188939']",[]
17827,,"['99324', '195687', '197322', '84798', '194977', '163215']",['104154']
17828,,"['99276', '176237', '197111', '110365']","['117776', '168173']"
17831,,"['120726', '154980']",['172518']
17832,,"['182128', '80009', '78418', '108934']",[]
17833,,"['185212', '194556', '203424', '178604', '197111']",['127676']
17835,,"['157991', '148871', '200857', '107429', '148231', '151596', '151102']",[]
17839,,"['132973', '186273', '184125']","['95660', '138233']"
17841,,"['157924', '188780', '173575']",[]
17842,,"['95855', '168892']","['99910', '89128', '88444', '103196']"
17843,,"['82153', '178620', '149241']","['158129', '158390']"
17845,,"['120948', '186273', '80108']","['148831', '81162']"
17846,,"['131551', '119144', '156094', '169338']","['112069', '162794', '114759']"
17847,,"['204974', '175843', '95199', '120722']",[]
17848,,"['112680', '199385', '88141']","['79698', '178813', '137703', '197405']"
17849,,[],[]
17850,,"['119144', '151318']",[]
17852,,"['148871', '77670', '79062', '169085', '122539']",['118663']
17853,,[],"['133249', '139903', '169662']"
17857,Hi there! I just watched @166052 with Jim Carrey and thought it was pretty funny. Do you have suggestions for other funny movies?,"['166052', '135571', '177112']","['124142', '133813']"
17858,,"['96538', '146481', '122946']","['204974', '95511']"
17859,,"['85036', '137887', '78340']",[]
17860,,[],[]
17861,,"['181546', '154857', '169338']",['141648']
17862,,[],[]
17863,I have never seen that one either. I dont typically like really old films. Maybe something like @78340 or @130771 I liked that one,"['96538', '130771', '78340', '177764']",[]
17864,,"['169085', '148871', '122494']",['79320']
17865,,"['180904', '174924', '197322', '84798']",['138527']
17869,,"['78186', '173868']",[]
17872,,"['93515', '80067', '140749', '154844', '163215']",['122604']
17873,,"['175967', '181301', '150451', '81162']",['157765']
17874,,"['133249', '161498', '92374', '154844']",['190458']
17875,,"['150957', '143198']","['147826', '125192']"
17877,,"['104809', '143789', '132973', '83552']",[]
17878,,"['163215', '93515']","['173843', '198626']"
17881,,"['154857', '101691']","['204974', '180029', '146475']"
17884,"That's an okay film, I might need to give it a rewatch. Do you know anything thats a funny kids movie?","['82894', '154844']",['175121']
17886,,"['117324', '183056', '140335', '95495', '116976', '84273']",[]
17887,,['187028'],"['103906', '152329']"
17888,,"['181609', '132973', '177764', '184051']",['160652']
17890,,['106388'],[]
17891,,['153411'],[]
17893,,['177110'],[]
17894,,"['115691', '88141', '95389', '120726']",['108351']
17895,,"['142205', '129832']","['160038', '157536']"
17896,,"['187358', '146224', '195028']","['152868', '180147', '88234']"
17897,,"['196481', '75918']","['138527', '81660']"
17899,,"['120726', '101794']","['205435', '129751', '114109']"
17900,,['119144'],"['176516', '204466']"
17902,,"['99244', '180527']",['123395']
17904,,"['86927', '112680', '199385', '156094']",[]
17905,,"['84273', '189592']",['111918']
17906,,"['157231', '146251']","['146771', '182709']"
17907,,"['181301', '115908']","['141524', '205507']"
17908,,"['195012', '153411', '84798', '152847']",[]
17909,,"['183622', '157850', '169338', '120726', '101691', '95389']",[]
17911,I love Harrison Ford. That was a good movie too. Maybe I will just have to watch that one again,"['183622', '112680', '95389', '77697']",['114190']
17912,,"['184125', '140749']","['83789', '85566']"
17915,,"['123015', '135090', '153411', '177764']",['178096']
17917,,"['156731', '157765']","['186537', '111918']"
17927,I haven't seen @169419. Do you know any other super hero movies that are also funny? I'll Check Thor out.,"['99896', '148389', '134106']",['169419']
17928,Thank you for the suggestion. I'll have to watch it. I kind of can't believe I haven't seen it since it has Bill Murray.,"['120948', '99715', '119662', '146481', '150451']",['161385']
17929,,"['123015', '192030', '195012']",['144901']
17931,,"['126809', '79136', '156082']",['190401']
17932,,"['134101', '184464']","['143308', '144803']"
17933,,"['111540', '90120', '78340']","['204974', '205698']"
17934,,"['182960', '78340']","['178895', '99715']"
17936,"I haven't seen that one either. Again, love Steve and Chevy Chase is always hilarious. I will check it out.","['199831', '197200']","['174755', '197048']"
17937,I have seen that one and thought it was good! Pretty intense movie all the way through. I might have to rewatch it though just for the fun of it!,"['167064', '96281', '78340', '188057']",['104183']
17943,,"['85036', '175252', '204974', '78340']","['148904', '170305']"
17944,,"['80067', '79543', '140749']",['82894']
17945,,"['101158', '194202', '79815', '148231']","['90248', '81492']"
17954,,"['113772', '77161']",['130591']
17955,,"['204974', '158903']",['83552']
17956,,[],"['204419', '204334', '205430', '115406']"
17957,I really wanted to see that and forgot it. Thank you so much for your suggestions. Have a great day.,"['117261', '94056']",['185212']
17958,"I really wanna watch @205376 . i think it's coming out this week. it's about a girl who is a little overweight and doesn't like her body but then she hit her head and when she wakes up she looksat herself in a different way, she is still overweight but she feels pretty","['204579', '204455']",['205376']
17961,,"['167936', '187205', '186465', '113416']",['91112']
17963,,"['185171', '202190', '184418', '187028']",[]
17968,,"['204974', '170277']",[]
17971,,['131313'],[]
17973,,['134885'],[]
17974,,"['183771', '143978', '197079']",[]
17975,,"['158571', '188165']",[]
17977,,['185656'],[]
17978,,"['101264', '76861', '112719']",[]
17984,,"['171529', '140771', '180899', '155969', '147598']","['77576', '178467']"
17985,,"['104391', '117905']","['197048', '192815', '83552']"
17986,,"['195012', '201259', '132728', '115908']",['120948']
17987,,"['179485', '90950', '112346']",['134726']
17989,,"['101264', '87664', '106887', '204651']",['181561']
17990,,"['175096', '162882', '150501']","['110580', '190285']"
17993,,['161723'],"['191200', '163215', '132885']"
17994,"I heard about that, but haven't seen it yet. I remember I watched that actor in a surf movie that I can't remember the name of.","['84003', '193627']","['149720', '144803', '122208']"
17995,"Yep, saw that one as well and I liked it. But hey, that's so much for your suggestions! I think I'm good now. Take care.","['111918', '140335', '155114']",['88628']
17996,,"['80067', '192990']",[]
17998,"I haven't, but I heard there was quite a long series to them, and I remember catching at least one of the recent ones.","['149348', '104047', '83552', '114759']","['129992', '85662']"
18001,,"['175967', '89839', '81162']",['80448']
18002,,"['116418', '93714', '79136']","['122208', '159497']"
18005,,[],[]
18006,,"['181097', '166670', '194609']",[]
18007,,"['161831', '80067']","['148716', '133273']"
18008,,"['185139', '84798', '177764']",['118353']
18009,I am going to check that out now. I am glad you helped me find a movie I have not seen! Thank you very much,"['188939', '84854', '185139']",['175722']
18011,,['117122'],[]
18012,,"['170119', '118522', '194337', '149519', '82473']",['109497']
18013,,"['79062', '112346', '205430']",['150887']
18014,,['122385'],[]
18015,"That's a really good one. Sarah Connor is such an amazing character. I just re-watched @160207 a couple of days ago. It feels so hollow without her in it. Arnold is the star, but Linda Hamilton is really what made @170277 and @139878 such compelling films.","['155829', '99276', '197690', '96281', '139878', '194966', '94852', '168689', '170277', '204292']",[]
18016,oh I have actually never seen that! I have heard of it but never watched it. I will check that out :),['135571'],['199831']
18017,,['162882'],[]
18019,,"['79834', '77161']","['186901', '88751']"
18021,,[],['99809']
18022,,"['117515', '139688']","['176394', '92390']"
18023,,"['140698', '109963', '148810', '129832']",['130811']
18024,,['85662'],['81135']
18025,,"['112346', '157306']",['157190']
18027,,"['79062', '194966', '170376']",['122278']
18029,,"['111161', '124708', '199246', '77788']",['185197']
18032,,"['197133', '122502', '141045', '134633', '193822']",['133377']
18033,,"['85612', '202155', '202190', '76012', '148114', '187028', '194147', '77161']","['147363', '142664']"
18034,,"['204794', '187028']",[]
18035,,['135571'],"['111161', '122502', '157190']"
18037,,['120003'],[]
18038,,"['99461', '189705', '161385']","['205901', '157263', '130870']"
18039,,"['115612', '114652', '189887', '190094', '195498', '79385', '137533', '165248']",[]
18040,,"['124485', '170376', '147934', '198772', '101794']",['205932']
18043,,"['189219', '196481', '142573', '186139', '135789']","['121123', '186271', '185671', '95629']"
18047,,[],"['141101', '90120']"
18048,,[],"['152847', '184051']"
18049,,['90253'],"['143261', '157394']"
18050,,"['109049', '195498', '125698', '139878', '189494', '170277']",[]
18051,,"['135571', '111161']","['171468', '204883']"
18052,,"['116376', '166078', '123331', '178853']","['181658', '157355']"
18057,,[],['201969']
18058,,"['139878', '170277']",['109049']
18059,,"['139492', '91649']",['154756']
18060,,[],['157900']
18061,,[],"['193822', '122502', '91332', '140122']"
18062,,"['98028', '167236']",['137813']
18064,Which one did you like best out of those three? I have never seen @153346  and head that's really good!,[],['185171']
18065,I did not either I happened to watch it by chance. @148464 A rogue CIA agent (Idris Elba) forms an unlikely partnership with a pickpocket (Richard Madden) to stop a terrorist conspiracy in Paris.,"['141045', '82641', '200177', '148464']",[]
18067,,"['99910', '124485', '90591', '168892']",['147910']
18068,,['93739'],"['106388', '132798']"
18072,,[],[]
18073,,"['154857', '161313', '104930']",[]
18074,,"['118762', '101794', '106233']",['83552']
18075,,"['175695', '185954', '93714', '78343']",['178715']
18076,,[],"['77128', '88113', '152329', '185171']"
18077,,['193916'],"['174867', '93714', '175695']"
18079,,"['178604', '195498', '78186', '150829']",[]
18080,,"['82153', '183631']","['92330', '138185']"
18081,,"['135571', '104174', '177112']",['180926']
18082,,[],['141928']
18083,,"['124485', '170722', '197200']",['178096']
18084,,"['183184', '136636', '114502']",[]
18085,,"['171245', '99049', '177108']",['193037']
18086,,"['80067', '190402']","['140749', '92374']"
18087,,"['151318', '161313', '141788']",['161771']
18088,,"['169402', '141482', '152424', '204853', '115309', '84153']",['198742']
18093,,"['135571', '111918', '183091', '104174', '90766']",['156698']
18095,I like films like @156698 . And I will have to check that out I have never even heard of it,"['125280', '115908', '156698']",[]
18100,,"['200228', '135571', '104174', '78340']",['140066']
18101,,"['130591', '99244', '194147']","['205430', '77793']"
18102,,"['173253', '115908']",['198562']
18103,,"['202190', '139333', '181370', '86428', '149788']",[]
18104,,"['106388', '173253', '80067']",['147923']
18105,"Im good as well, thanks for asking, so can you help me find movies with Dwayne The Rock Johnson in it?","['108273', '95660', '83552', '136789']",['158903']
18107,,['148231'],"['175836', '80699', '115463']"
18108,,"['88141', '140704', '77376', '180728']",['147271']
18110,,"['175096', '78418']",[]
18111,,"['85036', '170305', '148904']",['106761']
18112,,"['122502', '161313', '91332']",['169012']
18113,,"['135571', '127115', '182960']","['90921', '78207']"
18114,"I always loved the movie @142823 and also @194237 , can you help me find movies with Leo in it?","['142823', '194237']","['93845', '86428']"
18115,,"['114109', '91332', '88526', '93083']",[]
18116,,"['141482', '174073', '141732', '144842', '192815', '163162']",[]
18117,,"['105068', '105556', '87476', '156124']","['141964', '142205']"
18118,,"['175096', '174439', '77788', '175967']",['81162']
18119,,"['125501', '111161']","['189804', '130870']"
18120,,"['135571', '198562', '81162']",['204331']
18121,,"['93489', '168039', '147970']","['160919', '114560']"
18122,,"['91457', '135188', '204057', '98143', '129735']","['120159', '94651']"
18124,,"['142573', '115908', '157394', '140335']",['101081']
18125,,"['147826', '101523', '161313', '111841']",[]
18126,,"['99583', '114756']",['177160']
18127,,"['137838', '177922']","['153954', '135652']"
18128,,"['160514', '161313', '163616', '196336', '140336']",[]
18129,,"['81135', '200523', '184418']",['205430']
18130,,"['131313', '157590', '134885', '82602']",['112069']
18131,,"['119144', '175096', '138141', '161313', '83552']",['204974']
18132,,"['80067', '193109', '96707']",[]
18133,,"['82894', '128782']",['140749']
18134,,"['175096', '161313', '196336', '170277']",[]
18135,,"['151656', '142910']",['145016']
18136,"I actually watched both already, those are timeless haha, thanks for that, can you recommend me something similar to @141210 ?","['196460', '90253', '178015', '193754', '141210']",[]
18137,,"['175967', '204331', '135571', '81162']",[]
18138,,['168727'],"['128905', '149348', '198397']"
18139,,"['204974', '189991', '158006']",['194704']
18140,,"['111540', '181674', '106233']",['83552']
18141,,[],"['186352', '157231']"
18143,,"['191205', '169717', '77788', '116389']",['165991']
18144,,"['163024', '154640']","['182743', '130660']"
18145,,"['76940', '175843', '161313']",[]
18146,,['161313'],"['143198', '82602']"
18147,,"['84001', '121123', '176763', '128786', '134719', '115348', '105558', '124545']","['202847', '78779', '147279']"
18149,,"['122017', '205480']",[]
18150,,"['161313', '170059', '157454', '101794']",[]
18151,,"['175096', '77788', '135571', '191205', '104174']",['122017']
18152,,"['200798', '180728', '199385', '88141', '156094', '111540', '125235', '181302']",['96465']
18156,,['89668'],[]
18157,,[],[]
18158,,"['175096', '78779', '88141']",[]
18159,,"['163024', '82569', '83814', '114109', '153939', '151777', '184101', '130660']",[]
18160,Yes we have seen both but my daughter hasn't watched @108278  so I may try that with her. We love toy story.,"['108278', '80067', '184509', '165710', '91547']",['81792']
18161,,['157190'],"['79320', '147934', '170376']"
18162,,['113392'],[]
18164,,"['80067', '82894', '188780', '140749', '108278']",[]
18166,,"['177035', '82075', '109049', '205942', '91141', '170277']","['134885', '203907', '111216', '160105']"
18167,,"['175096', '117907']",['168788']
18168,,"['89307', '143198']",['197200']
18169,,"['80067', '108278', '119576', '135250']",[]
18170,,"['124787', '135571', '165991']",['78779']
18171,,"['107335', '153954']",[]
18172,,"['202153', '177922', '165710', '119576']",[]
18173,,"['104225', '82569', '156082', '83814', '114109', '184101']","['126809', '109784']"
18175,,"['80067', '133249']",['179882']
18176,"Yes, it was amazing. I really liked how funny it was and it felt like you were right along side him.",['205821'],"['200523', '113150', '83552']"
18177,"I like both types. @82602 is a Favorite, and @81792 was pretty good. I haven't seen @140749 was that good?","['81792', '82602']","['165710', '140749', '97413']"
18178,,"['131313', '161638']","['175522', '137023', '93931']"
18179,,['120948'],"['94651', '130870', '83552', '163553']"
18180,,['150887'],"['87664', '119667', '173253']"
18185,,"['161313', '147143']",['112069']
18186,,"['114109', '112069', '202908']","['175165', '164128', '91332']"
18188,,"['198977', '134106']",['204974']
18189,,"['204974', '112069', '129036']","['205816', '120722']"
18190,I have seen @161385 and it is one of my favorites! I have not seen the other two. Are they funny?,"['198619', '199831', '161385']","['120948', '135571', '173333']"
18191,,"['89235', '199831', '78340']","['133813', '170037']"
18193,It sounds familiar but I never saw that one yet. I saw one about climbing Mount Everest but I forget the name,"['204084', '122208']","['116865', '193916']"
18194,I haven't seen that one yet. I heard it is really good but a little darker than the other marvel movies. Would you agree with that?,"['112069', '101264', '152322']","['204974', '151989']"
18196,,"['175096', '171202', '151989']","['149720', '183603']"
18198,,"['156082', '129751']","['180251', '109784', '124402']"
18199,Okay. Those two are great. I'll have to watch it. It sounds kind of different from Stephen King's normal stuff.,"['76940', '106887', '187274']",['171552']
18200,,"['106388', '161385', '173333']","['198619', '120948']"
18201,I'm looking for a good family movie to watch. Do you have any that you like? We just watched @122604 and really enjoyed it.,"['82894', '140749', '149829', '122604']",['167820']
18203,I did see that one. I think Bruce Willis is a great actor. The epitome of a strong &quot;macho&quot; type of guy,"['161313', '171568', '91481']",['121733']
18204,,"['113729', '164852']","['156082', '180251']"
18205,Yes I have! I love it. That dance scene with Hugh Grant is possibly one of my favorite scenes in a movie!,"['142573', '191932', '201259', '152847']",['132728']
18208,,"['78168', '115290']",[]
18209,"I like almost anything. Well, except for horror. Can you tell me about a good movie you have recently watched? It can be older or newer.","['106887', '111540', '204651', '169419']",['180251']
18210,,"['161617', '170738', '88141', '157345', '114932', '195126', '142205']",[]
18211,,['99219'],"['106827', '90472']"
18212,"I am interested in some good action movies. Like @204974 or @120722 . I like new movies, but old movies are good too!","['204974', '120722', '188057']","['167064', '104183']"
18214,Interesting. That's a different sort of concept. The only other zombie comedy I have seen is @99715 and that was a really good one.,"['135571', '78340', '99715']",['182960']
18215,"Hey, I am looking for a good basketball movie. I really liked @193109 wanted to see more movies with athletes in them.","['193109', '101523']","['197940', '200199', '82641']"
18216,,"['198619', '118762', '176542', '90766']",['197048']
18220,I haven't seen that my friends from school always joke about a scene from it. It's about bowling I think right?,"['177276', '120003']","['127115', '87490', '183056']"
18223,,"['111540', '117972', '188808']",['152322']
18226,,['194583'],"['183551', '195447', '97820', '165442', '193628']"
18239,,['133813'],"['199831', '169487']"
18240,,"['187205', '84798']",['142933']
18242,,"['199831', '78340', '169487']","['133813', '197200']"
18243,,['86152'],"['119630', '197127']"
18245,,"['197781', '190837', '129832']",['103198']
18246,,"['84153', '170375', '106827']",['99219']
18247,,['108389'],"['104253', '88487']"
18248,,"['140749', '163708', '107514']","['82894', '119699']"
18251,"I haven't seen it, but I am a big Vin Diesel fan. Would it be worth a watch for that?","['204974', '119699']","['144811', '177160']"
18252,I thought thee was a new one. I might start to watch the classic old ones with my son this weekend. thanks for the suggestion!,"['112069', '104047', '134106', '114759']",['148231']
18254,,['166052'],"['172721', '155125', '199989', '84837']"
18255,,"['195117', '204292']",['170376']
18256,,['170119'],['79834']
18258,,"['110580', '166425', '124903']",['104989']
18265,,['145338'],"['204334', '145723']"
18266,,['170059'],['110291']
18267,,"['185139', '132728', '83472']",['102752']
18268,,[],['188683']
18269,,[],"['204478', '93013']"
18270,,"['81075', '129036']",[]
18272,,[],"['198562', '94510']"
18273,,[],['170376']
18274,,[],"['77697', '138913', '100784']"
18275,,[],"['121422', '137510']"
18276,,"['85036', '170305', '148904']",[]
18277,,['166069'],[]
18278,,['187028'],"['205943', '204419']"
18281,I have seen there's something about Mary and I re watched recently so i am looking for something newer or a classic I have forgotten about.,"['122385', '135571', '190418']",['199831']
18282,,['135571'],['118762']
18283,,"['84854', '202062', '163708']","['91015', '113684']"
18284,,"['175967', '135571', '104174', '81162']",[]
18285,,[],"['181776', '182157', '80716', '144347']"
18286,,"['188939', '198562']",[]
18287,"yes, found it as bad as the south park guys.  they put a song in @111161 about how bad it and ben affleck was.  lol","['88141', '180728', '111161']",['106135']
18290,,"['203508', '135571', '133232']",['99461']
18291,,['205480'],['180446']
18292,,"['152744', '202934', '120293', '136983']",['100723']
18294,,"['98016', '177160', '78418', '144347']",['169419']
18296,,['204292'],[]
18297,,"['174475', '199831', '135571']","['142910', '158208']"
18298,,"['150957', '161723', '177979', '143198']",['86428']
18299,,"['120003', '149720']","['147669', '174336']"
18300,,"['165991', '199831', '111776', '180926', '124787']",['160690']
18301,,[],['165710']
18302,,"['114109', '184101', '164852']",['148764']
18303,,"['101794', '91332']",[]
18304,,"['140122', '196336', '143198']","['150957', '199038']"
18306,,"['85811', '196336', '197133', '152521', '141045']",['157946']
18307,,"['161498', '80067', '115155', '75881']",[]
18311,,"['85036', '155632', '189592']",[]
18312,,"['165484', '78267', '205435']","['95495', '118762']"
18314,,"['159166', '161313', '77190', '118020', '101794']",['192201']
18315,,"['185171', '76012', '153346']",[]
18316,,"['144347', '190037']",[]
18317,,['90248'],['184098']
18320,,"['119144', '177160', '101794']",['78779']
18321,,"['204974', '175165']",[]
18323,,['147279'],['160038']
18324,,"['103896', '87867']",[]
18325,,[],[]
18326,,"['163739', '134643']",[]
18327,,"['122385', '107420']",[]
18328,,['184418'],['204870']
18330,,[],"['163215', '81135']"
18331,,"['151318', '112069', '114759', '144811']",[]
18333,,"['97255', '142684', '131328', '95199', '135678', '193309', '163713', '171615']",['124142']
18337,,"['202936', '175252', '183582']",[]
18338,,"['202155', '173868', '175836']",[]
18339,,['187028'],[]
18340,,[],"['205821', '182709', '178142', '158006', '204704']"
18341,,"['175096', '142910']",[]
18343,,"['171615', '140066', '204579', '135789']",['154069']
18346,,['147143'],"['98701', '135640', '167001']"
18348,"I haven't seen the new @83552 yet, I heard that it was surprisingly good. So, I will need to watch it.","['140749', '182960', '184418']",[]
18349,,"['204455', '204331', '138962']","['100723', '140066', '204579', '204505', '135789']"
18351,"I'm looking for a few movies to watch, and I'm not picky on genres. Some favorites of mine are @79752","['121123', '201091', '181299', '79752', '78480', '95199']","['122343', '109049', '78779', '147279']"
18352,I'm looking for animated movies that you think can keep my toddler's attention. She likes older ones like @171615 and @80067,"['80067', '184925', '171615']",['158950']
18353,,"['186379', '159991', '134981', '104502', '109449']",[]
18354,,"['162326', '197190', '173333']","['199831', '99715']"
18358,,"['143206', '140476', '99896', '136632', '181301']",['96021']
18359,,"['111161', '135571', '150501', '150451']",[]
18361,,"['76940', '158006']","['103175', '119295', '146767', '163704']"
18362,,"['196460', '162882']","['140750', '102157']"
18363,,"['115463', '99583']","['125431', '144779']"
18365,,"['158208', '205435', '199831', '135571', '98088', '174475']",[]
18366,,"['88292', '137533', '191225']",['153287']
18367,,"['135571', '101794']",[]
18368,,['78801'],[]
18370,,"['121123', '156094']",[]
18371,,"['146205', '134726', '162882', '162573', '126305']",[]
18372,,[],"['205163', '133236']"
18373,,[],"['205821', '197322', '205618']"
18375,,"['159885', '185954', '108278']","['133249', '198626']"
18376,,[],[]
18377,,[],[]
18379,,"['169085', '92826', '151102']",[]
18380,,"['203730', '106827']",[]
18381,,['132803'],[]
18382,,['154980'],[]
18383,,"['175096', '200268']",['132973']
18384,Family movies. No particular actors. Something I can cuddle up with my family and watch on the next rainy day,"['161831', '113972']",['94147']
18385,,"['122017', '141045', '120003']",['172660']
18387,,"['172049', '120849', '135279']",['126375']
18389,,"['99896', '198977', '184098']",['140476']
18390,,['108389'],[]
18392,,"['122385', '107420']",['78801']
18394,,[],"['127845', '148231', '90248', '151596']"
18395,,[],[]
18396,,[],[]
18397,,"['204974', '78340']",['205698']
18398,,[],"['139903', '83552']"
18399,"Wow. I haven't seen any of those newer ones. Why did you like @205821? I know the critics gave it pretty good reviews, but some people I know thought it was just okay.","['106388', '152322']",['205821']
18400,,[],[]
18402,,"['148245', '177747']",[]
18403,,"['108278', '122154', '184464']",['144803']
18404,,[],['82641']
18406,"Hi there! I'm looking for some movie recommendations, if you could help me out! I love most every genre, not too picky.","['184925', '158950', '101081']","['130771', '86191']"
18407,,"['119087', '158006', '144811']",[]
18408,,[],"['154848', '162794']"
18409,,[],[]
18410,,['157957'],"['123446', '165261', '161723', '164890']"
18411,,"['190024', '119699', '168727']",[]
18412,,"['138962', '93013']",[]
18413,,"['175096', '162882', '120003', '197213']",[]
18414,,"['78801', '122385', '107420', '113701']",[]
18416,,[],"['133249', '159885', '198626', '160772']"
18417,,[],['92720']
18418,,['147279'],"['78779', '78801', '109049']"
18419,,"['125156', '103175', '99715']",[]
18420,,"['133128', '199831', '118762']",[]
18421,,"['157578', '161617']",[]
18422,,[],[]
18423,,[],"['194157', '113454']"
18425,,"['161259', '81080']",['193221']
18426,,"['157578', '126305']",[]
18427,,[],[]
18429,,"['101523', '81162']",[]
18430,,"['161313', '140122', '101794', '91332']",[]
18431,,"['204794', '187028']","['76012', '148114']"
18432,,"['138962', '161617', '109030', '157578']",['132973']
18434,,['86104'],[]
18435,,"['161313', '77818', '170059']",['107047']
18437,,['203730'],['128188']
18438,,"['149273', '161313', '190590', '138962', '101523']",[]
18439,,"['107420', '122385']","['111776', '160690']"
18440,,"['84273', '124485', '95495', '157765', '90766']",[]
18441,,"['150256', '80067', '106388']","['117097', '191945']"
18442,,"['90114', '130891']","['158903', '125872']"
18443,,[],[]
18444,,['204853'],[]
18448,,[],[]
18450,,"['195134', '162573']",['76325']
18451,,"['142910', '199831', '135571', '111776']","['78801', '94510', '198562', '160690']"
18452,,[],[]
18453,,"['128919', '112277', '127328', '183365', '204651']","['180024', '126922']"
18454,,[],[]
18455,,"['133232', '118762', '203508', '135571', '99478', '169487']",[]
18456,,"['85662', '161313', '85832', '131313']",[]
18458,,[],"['89725', '205060']"
18459,,[],"['85036', '155632', '123463', '181769']"
18460,,"['140335', '90766']","['95495', '84273']"
18465,,"['90691', '132803']",['131022']
18466,,"['119087', '149348', '191109']",[]
18467,,"['88141', '111540']","['171250', '154980']"
18468,,"['187028', '168719']",['202256']
18470,,"['133249', '162882', '149720']",['152322']
18472,,"['187028', '107859', '169419']",['204651']
18474,,"['140066', '196481', '181301', '78340']",[]
18475,,"['145338', '111540', '205480']",[]
18477,,"['143062', '147669', '204794', '202256', '176523']",[]
18478,,"['202190', '76012', '134101', '83586', '129832']",[]
18480,,"['99896', '78418', '99583']",['177160']
18481,,"['110529', '196336', '155467']",[]
18486,"Ok great, thank you. You gave me all older movies that I'm not familiar with, so it will give me a new world to explore!",[],"['88141', '89659', '202256', '82075']"
18488,,[],"['78801', '125280', '113701', '111776', '78779', '78874']"
18489,,"['93521', '78418', '76940']","['204974', '183315']"
18497,"Fine as well thanks for asking, can you recommend me movies like Game to Movie Adaptations? Kind of like @115261 ?","['115261', '173510']","['159731', '205698']"
18500,,"['177160', '83552', '169419']",['182960']
18502,,"['153939', '113729', '109449']",['92980']
18504,,"['197048', '174755', '152847', '195755']",['147250']
18505,,"['169662', '94078', '103257']",[]
18506,"I really like anything except for horror and not really feeling documentaries right now. I've watched some heavy ones lately and I think I need a break. So, any suggestions on something amazing?","['108278', '105827', '204651']",['80067']
18508,"Yep! I liked that series a lot, is there something a little more recent? Macaulay Culkin is great in those","['95199', '188842', '124142', '201351']",[]
18509,,"['76940', '108278', '95199', '122604']",[]
18510,,"['156363', '125213']","['127378', '107314']"
18511,,"['184098', '169419']",[]
18512,,"['181299', '161723']","['91882', '192975']"
18513,I read the book but never saw the movie. I actually didn't even know there was a movie rendition of the book heh,"['156685', '99324']","['96684', '136808']"
18514,,"['167064', '179834', '147143']",['187763']
18516,,"['157318', '115463']",['182960']
18517,,['150941'],[]
18520,,"['123015', '85301', '115908', '191932', '126469']",['152847']
18521,,"['134101', '83552', '173253', '115290']",['134461']
18525,I haven't seen it then. I need to. I've been trying to catch up on all those super hero movies.,"['195979', '169419', '157590', '122017', '136877']",['158006']
18526,,"['166069', '161313']","['171202', '170277']"
18527,I want to watch an older movie. Something kind of classic. Do you have any suggestions? I like @197243 or @198004.,"['197243', '198004', '194253', '152744']",['187205']
18528,"Oh man, I love @198619 ! And I'm not sure I've seen @161385 all the way through, but I absolutely love Billy Murray!","['120948', '198619', '172122', '147995']",['161385']
18529,,"['142573', '140716', '197200']",['172871']
18530,,"['166069', '161313', '166929']","['79743', '154857', '77697']"
18531,"No. I haven't seen it, but I do want to see that one. I like the actor and the story sounds good.","['171202', '136877', '78475', '122017']",['194520']
18532,,"['84007', '161723', '162882', '154189']","['86619', '131147', '201027']"
18533,,"['165710', '201761', '162647']",['114165']
18534,I haven't heard of that one but I will definitely see if I can find it! Thanks for your help.,['174755'],"['119662', '197048']"
18536,I think I might have. I don't remember. I will have to go look it up and see. I will definitely watch again if not,"['94474', '177764']","['195012', '191798']"
18537,,"['204883', '171202', '126305', '201259', '204651']",['120092']
18538,,"['187205', '93252']","['172387', '136418']"
18539,,"['180600', '84798', '92989']",['189236']
18540,,"['178472', '135090', '115908']",[]
18541,another good drama I like also is @89973 such a sad ending reminds me of my childhood. ever seen it?,[],[]
18543,,"['161831', '82923', '188683', '131869', '81492']",[]
18544,,['119667'],"['151111', '105612', '77045', '80074']"
